title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
why are all the black kids sitting together in the cafeteria?: a psychologist explains the development of racial identity,beverly daniel tatum,4.21,9780465083619,en-US,320,9845,703,1/17/2003,Basic Books,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,en-US,320.0,9845.0,703.0,1/17/2003,Basic Books,"['psychology', 'communication', 'social science']"
the custard kid (black cats),terry deary,4.4,9780713659894,eng,62,5,0,10/31/2001,A & C Black (Childrens books),The Custard Kid (Black Cats),Terry Deary,4.4,eng,62.0,5.0,0.0,10/31/2001,A & C Black (Childrens books),[]
the magus,john fowles,4.05,9780316296199,eng,656,38247,1915,1/4/2001,Back Bay Books,The Magus,John Fowles,4.05,eng,656.0,38247.0,1915.0,1/4/2001,Back Bay Books,"['fiction', 'greece', 'travel']"
the magus of freemasonry: the mysterious life of elias ashmole—scientist  alchemist  and founder of the royal society,tobias churton,4.1,9781594771224,eng,303,28,5,6/27/2006,Inner Traditions,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,eng,303.0,28.0,5.0,6/27/2006,Inner Traditions,['biography']
the myth of the magus (canto original),elizabeth m. butler,3.73,9780521437776,eng,320,27,2,4/15/1993,Cambridge University Press,The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,eng,320.0,27.0,2.0,4/15/1993,Cambridge University Press,"['magic', 'history', 'biography', 'religion']"
cards on the table (hercule poirot  #15),agatha christie,3.92,9780425205952,eng,324,25236,1046,7/5/2005,Berkley,Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,eng,324.0,25236.0,1046.0,7/5/2005,Berkley,"['fiction', 'mystery', 'english literature']"
a murder is announced (miss marple  #5),agatha christie,3.98,9781579126292,eng,288,33195,1220,9/30/2006,Black Dog & Leventhal Publishers,A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,eng,288.0,33195.0,1220.0,9/30/2006,Black Dog & Leventhal Publishers,"['fiction', 'mystery', 'detective', 'literature', 'crime', 'suspense', 'english literature']"
and then there were none,agatha christie,4.26,9780312330873,eng,264,625767,18785,5/3/2004,St. Martin's Press,And Then There Were None,Agatha Christie,4.26,eng,264.0,625767.0,18785.0,5/3/2004,St. Martin's Press,"['fiction', 'crime', 'historical', 'english literature']"
sleeping murder (miss marple  #13),agatha christie,3.95,9780002317856,eng,242,19657,884,8/4/2003,Dodd Mead; 1st edition (September 1976),Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,eng,242.0,19657.0,884.0,8/4/2003,Dodd Mead; 1st edition (September 1976),"['fiction', 'mystery', 'english literature']"
agatha christie: an autobiography,agatha christie/robert welch herrick,4.27,9780006353287,eng,560,4296,310,1/2/2001,HarperCollins,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,eng,560.0,4296.0,310.0,1/2/2001,HarperCollins,"['biography', 'nonfiction']"
murder on the orient express (hercule poirot  #10),agatha christie,4.17,9780425200452,eng,322,145660,5711,8/31/2004,Berkley,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,eng,322.0,145660.0,5711.0,8/31/2004,Berkley,"['detective', 'mystery', 'juvenile', 'fiction', 'literature', 'travel', 'trains', 'english literature']"
evil under the sun (hercule poirot  #24),agatha christie,3.97,9781579126285,eng,220,36334,975,9/1/2006,Black Dog & Leventhal Publishers,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,eng,220.0,36334.0,975.0,9/1/2006,Black Dog & Leventhal Publishers,"['fiction', 'mystery', 'english literature']"
hallowe'en party (hercule poirot  #39),agatha christie,3.66,9780007120680,eng,336,20656,1246,9/3/2001,Harper,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,eng,336.0,20656.0,1246.0,9/3/2001,Harper,"['fiction', 'mystery', 'murder mystery', 'halloween', 'english literature']"
one  two  buckle my shoe (hercule poirot  #23),agatha christie/hugh fraser,3.76,9781572703858,eng,0,14388,411,3/16/2004,HarperCollins Publishers,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,eng,0.0,14388.0,411.0,3/16/2004,HarperCollins Publishers,"['fiction', 'police', 'mystery', 'english literature']"
a caribbean mystery,agatha christie/rosalind ayres,3.8,9781572705494,eng,0,49,10,10/9/2006,Audiogo,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,eng,0.0,49.0,10.0,10/9/2006,Audiogo,"['detective', 'fiction', 'literature', 'audiobook', 'crime', 'mystery', 'suspense', 'travel', 'english literature']"
crooked house,agatha christie,4.04,9780312981662,eng,276,24849,1429,8/19/2002,Minotaur Books,Crooked House,Agatha Christie,4.04,eng,276.0,24849.0,1429.0,8/19/2002,Minotaur Books,"['mystery', 'fiction', 'drama', 'english literature']"
the body in the library (miss marple  #3),agatha christie,3.85,9781579126261,eng,191,46454,1675,9/1/2006,Black Dog & Leventhal Publishers,The Body in the Library (Miss Marple  #3),Agatha Christie,3.85,eng,191.0,46454.0,1675.0,9/1/2006,Black Dog & Leventhal Publishers,"['fiction', 'mystery', 'detective', 'literature', 'audiobook', 'suspense', 'english literature']"
witness for the prosecution and selected plays,agatha christie,4.05,9780006490456,eng,352,3967,67,10/7/1995,HarperCollins Publishers Ltd,Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,eng,352.0,3967.0,67.0,10/7/1995,HarperCollins Publishers Ltd,[]
the a.b.c. murders (hercule poirot  #13),agatha christie,4.01,9781579126247,eng,252,69806,2470,9/1/2006,Black Dog & Leventhal Publishers,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,eng,252.0,69806.0,2470.0,9/1/2006,Black Dog & Leventhal Publishers,"['fiction', 'mystery', 'literature', 'detective', 'suspense', 'english literature']"
partners in crime (tommy and tuppence #2),agatha christie,3.77,9780007111503,eng,347,10106,520,1/1/2001,HarperCollins Publishers,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,3.77,eng,347.0,10106.0,520.0,1/1/2001,HarperCollins Publishers,"['fiction', 'mystery', 'english literature']"
the murder of roger ackroyd (hercule poirot  #4),agatha christie,4.24,9781579126278,eng,288,103149,5659,9/1/2006,Black Dog & Leventhal Publishers,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,eng,288.0,103149.0,5659.0,9/1/2006,Black Dog & Leventhal Publishers,"['mystery', 'fiction', 'historical fiction', 'graphic novels', 'english literature']"
dead man's folly (hercule poirot  #33),agatha christie/david suchet,3.79,9781572705470,eng,6,12256,393,9/8/2006,BBC Audiobooks,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,eng,6.0,12256.0,393.0,9/8/2006,BBC Audiobooks,"['fiction', 'historical fiction', 'mystery', 'romance', 'english literature']"
poirot's early cases: 18 hercule poirot mysteries (hercule poirot  #41),agatha christie/hugh fraser/david suchet,3.92,9781572704725,eng,8,5473,144,7/26/2005,AudioGO,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,3.92,eng,8.0,5473.0,144.0,7/26/2005,AudioGO,"['fiction', 'mystery', 'english literature']"
murder at the vicarage (miss marple  #1),agatha christie,4.05,9781579126254,eng,288,121099,2237,9/1/2006,Black Dog & Leventhal Publishers,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,eng,288.0,121099.0,2237.0,9/1/2006,Black Dog & Leventhal Publishers,"['fiction', 'literature', 'audiobook', 'mystery', 'english literature']"
the listerdale mystery and eleven other stories,agatha christie/hugh fraser,3.56,9781572704978,eng,0,1824,89,1/11/2006,AudioGO,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,3.56,eng,0.0,1824.0,89.0,1/11/2006,AudioGO,[]
the mystery of the blue train (hercule poirot  #6),agatha christie,3.8,9781579126957,eng,317,23274,1053,3/30/2007,Black Dog & Leventhal Publishers,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,eng,317.0,23274.0,1053.0,3/30/2007,Black Dog & Leventhal Publishers,"['divorce', 'fiction', 'historical fiction', 'mystery', 'romance', 'english literature']"
the unexpected guest: a play in two acts,agatha christie,3.83,9780573014673,eng,100,2813,167,11/12/2010,Samuel French Ltd,The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,eng,100.0,2813.0,167.0,11/12/2010,Samuel French Ltd,"['detective', 'fiction', 'drama']"
after the funeral,agatha christie,3.87,9780002310192,eng,251,47,4,7/2/2001,HarperCollins,After the Funeral,Agatha Christie,3.87,eng,251.0,47.0,4.0,7/2/2001,HarperCollins,"['fiction', 'mystery', 'english literature']"
cat among the pigeons (hercule poirot  #34),agatha christie,3.83,9780425205969,eng,352,21230,735,7/5/2005,Berkley,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,eng,352.0,21230.0,735.0,7/5/2005,Berkley,"['fiction', 'mystery', 'medicine', 'english literature']"
the mysterious affair at styles (hercule poirot  #1),agatha christie,3.99,9780646418438,eng,121,196377,3885,10/21/2002,Deodand,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,eng,121.0,196377.0,3885.0,10/21/2002,Deodand,"['fiction', 'mystery', 'mystery thriller', 'thriller', 'adult', 'classic literature', 'british literature', 'english literature', 'crime']"
absent in the spring and other novels (mary westmacott omnibus  #1--absent in the spring  giant's bread  the rose and the yew tree),mary westmacott/agatha christie,4.18,9780312273224,eng,656,97,11,9/22/2001,Minotaur Books,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,eng,656.0,97.0,11.0,9/22/2001,Minotaur Books,['fiction']
hercule poirot's christmas (hercule poirot  #20),agatha christie,3.94,9780007120697,eng,335,26085,1497,9/1/2001,HarperCollins Publishers,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,eng,335.0,26085.0,1497.0,9/1/2001,HarperCollins Publishers,"['fiction', 'christmas', 'mystery', 'english literature']"
black coffee (hercule poirot  #45.5),charles osborne/agatha christie,3.5,9780312970079,eng,304,10356,622,9/15/1999,St. Martin's Paperbacks,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,3.5,eng,304.0,10356.0,622.0,9/15/1999,St. Martin's Paperbacks,['fiction']
hercule poirot's christmas: a bbc radio 4 full-cast dramatisation,agatha christie/michael bakewell/peter sallis/cyril luckham/edward de souza/rachel gurney/nicky henson/deryck guyler,3.94,9780563535119,eng,2,52,8,11/5/2001,BBC Audiobooks,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,eng,2.0,52.0,8.0,11/5/2001,BBC Audiobooks,"['fiction', 'christmas', 'mystery', 'english literature']"
death on the nile (hercule poirot  #17),agatha christie,4.1,9781579126896,eng,351,674,91,3/30/2007,Black Dog & Leventhal Publishers,Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,eng,351.0,674.0,91.0,3/30/2007,Black Dog & Leventhal Publishers,"['fiction', 'historical fiction', 'mystery', 'romance', 'detective', 'literature', 'audiobook', 'travel', 'crime', 'suspense', 'roman', 'english literature']"
mrs. mcginty's dead (hercule poirot  #30),agatha christie,3.83,9780007121007,eng,328,572,74,7/1/2002,HarperCollins Publishers,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,eng,328.0,572.0,74.0,7/1/2002,HarperCollins Publishers,"['fiction', 'mystery', 'english literature']"
the most of p.g. wodehouse,p.g. wodehouse,4.48,9780743203586,eng,701,1872,106,11/1/2000,Simon & Schuster,The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,eng,701.0,1872.0,106.0,11/1/2000,Simon & Schuster,[]
full moon (blandings castle  #7),p.g. wodehouse,4.17,9781585678365,eng,272,1860,131,11/23/2006,Harry N. Abrams,Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,eng,272.0,1860.0,131.0,11/23/2006,Harry N. Abrams,"['fiction', 'classic literature']"
how right you are  jeeves (jeeves  #12),p.g. wodehouse,4.17,9780743203593,eng,206,2769,156,11/1/2000,Touchstone,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,4.17,eng,206.0,2769.0,156.0,11/1/2000,Touchstone,['short stories']
life with jeeves (jeeves  #6  2  & 4),p.g. wodehouse,4.39,9780140059021,eng,557,3169,137,9/29/1983,Penguin Books,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,eng,557.0,3169.0,137.0,9/29/1983,Penguin Books,['fiction']
spring fever,p.g. wodehouse,4.05,9781585675753,eng,276,483,31,10/21/2004,Harry N. Abrams,Spring Fever,P.G. Wodehouse,4.05,eng,276.0,483.0,31.0,10/21/2004,Harry N. Abrams,['fiction']
carry on  jeeves (jeeves  #3),p.g. wodehouse,4.27,9781585673926,eng,273,15598,771,3/31/2003,The Overlook Press,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,eng,273.0,15598.0,771.0,3/31/2003,The Overlook Press,"['fiction', 'humor', 'classic literature', 'classics', 'english literature']"
lord emsworth and others (blandings castle  #5.5),p.g. wodehouse,4.16,9781585672776,eng,268,1099,77,5/13/2002,The Overlook Press,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,4.16,eng,268.0,1099.0,77.0,5/13/2002,The Overlook Press,['fiction']
the mating season (jeeves  #9),p.g. wodehouse,4.26,9781585672318,eng,272,4616,287,1/1/2002,Harry N. Abrams,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,eng,272.0,4616.0,287.0,1/1/2002,Harry N. Abrams,"['fiction', 'classic literature']"
thank you  jeeves (jeeves  #5),p.g. wodehouse,4.24,9781585674343,eng,263,5700,308,9/15/2003,Harry N. Abrams,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,eng,263.0,5700.0,308.0,9/15/2003,Harry N. Abrams,[]
big money,p.g. wodehouse,3.93,9780140009378,eng,288,1117,78,9/3/1991,Penguin Books,Big Money,P.G. Wodehouse,3.93,eng,288.0,1117.0,78.0,9/3/1991,Penguin Books,"['classic literature', 'fiction']"
much obliged  jeeves,p.g. wodehouse,4.23,9781585675265,eng,208,701,64,4/12/2004,Harry N. Abrams,Much Obliged  Jeeves,P.G. Wodehouse,4.23,eng,208.0,701.0,64.0,4/12/2004,Harry N. Abrams,"['fiction', 'classic literature']"
the inimitable jeeves (jeeves  #2),p.g. wodehouse,4.24,9780140284126,eng,240,7442,320,6/1/2000,Penguin Books,The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,4.24,eng,240.0,7442.0,320.0,6/1/2000,Penguin Books,"['fiction', 'classic literature']"
thank you  jeeves,p.g. wodehouse/jonathan cecil,4.24,9781572704619,eng,6,66,23,5/26/2005,AudioGO,Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,4.24,eng,6.0,66.0,23.0,5/26/2005,AudioGO,"['fiction', 'classic literature']"
money in the bank,p.g. wodehouse,4.13,9781585676576,eng,290,321,27,4/7/2005,Harry N. Abrams,Money in the Bank,P.G. Wodehouse,4.13,eng,290.0,321.0,27.0,4/7/2005,Harry N. Abrams,['fiction']
the luck of the bodkins,p.g. wodehouse,4.08,9781585673360,eng,358,1290,88,10/23/2002,Harry N. Abrams,The Luck of the Bodkins,P.G. Wodehouse,4.08,eng,358.0,1290.0,88.0,10/23/2002,Harry N. Abrams,['fiction']
joy in the morning,p.g. wodehouse/chris miller,4.34,9780563557357,eng,2,49,7,4/6/1998,BBC Audiobooks,Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,eng,2.0,49.0,7.0,4/6/1998,BBC Audiobooks,"['fiction', 'classic literature']"
the labours of hercules (hercule poirot  #27),agatha christie/hugh fraser,3.78,9781572704572,eng,9,11167,297,7/13/2005,AudioGO,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,eng,9.0,11167.0,297.0,7/13/2005,AudioGO,"['fiction', 'mystery', 'english literature']"
dead man's folly (hercule poirot  #33),agatha christie,3.79,9780007121076,eng,288,619,75,7/1/2008,HarperCollins Publishers,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,eng,288.0,619.0,75.0,7/1/2008,HarperCollins Publishers,"['fiction', 'historical fiction', 'mystery', 'romance', 'english literature']"
hercule poirot's casebook (hercule poirot  #42),agatha christie,4.31,9780399150210,eng,861,1865,52,12/1/1998,G.P. Putnam's Sons,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,4.31,eng,861.0,1865.0,52.0,12/1/1998,G.P. Putnam's Sons,['fiction']
the husband,dean koontz,3.8,9780553804799,eng,400,39604,1527,5/30/2006,Bantam,The Husband,Dean Koontz,3.8,eng,400.0,39604.0,1527.0,5/30/2006,Bantam,"['fiction', 'thriller']"
city of night (dean koontz's frankenstein  #2),dean koontz/ed gorman,3.98,9780553587890,en-US,455,1060,116,7/26/2005,Bantam Books,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,en-US,455.0,1060.0,116.0,7/26/2005,Bantam Books,['fiction']
sole survivor,dean koontz,3.78,9780553589498,eng,403,23244,547,7/25/2006,Bantam Books,Sole Survivor,Dean Koontz,3.78,eng,403.0,23244.0,547.0,7/25/2006,Bantam Books,['fiction']
forever odd (odd thomas  #2),dean koontz,3.97,9780553588262,eng,364,61555,2263,10/31/2006,Bantam Books,Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,eng,364.0,61555.0,2263.0,10/31/2006,Bantam Books,"['fiction', 'thriller']"
life expectancy,dean koontz,4.01,9780553588248,eng,476,26983,1568,10/25/2005,Bantam Books,Life Expectancy,Dean Koontz,4.01,eng,476.0,26983.0,1568.0,10/25/2005,Bantam Books,['fiction']
the raphael affair (jonathan argyll  #1),iain pears,3.54,9780425178928,eng,257,102,10,2/1/2001,Berkley Books,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,eng,257.0,102.0,10.0,2/1/2001,Berkley Books,['fiction']
the dream of scipio,iain pears,3.73,9781573229869,eng,416,3311,320,6/3/2003,Riverhead Books,The Dream of Scipio,Iain Pears,3.73,eng,416.0,3311.0,320.0,6/3/2003,Riverhead Books,"['fiction', 'history']"
welcome to the great mysterious,lorna landvik,3.78,9780345442741,eng,368,2432,202,1/2/2002,Ballantine Books,Welcome to the Great Mysterious,Lorna Landvik,3.78,eng,368.0,2432.0,202.0,1/2/2002,Ballantine Books,[]
oh my stars,lorna landvik,3.89,9780345468369,eng,416,5500,514,2/28/2006,Ballantine Books,Oh My Stars,Lorna Landvik,3.89,eng,416.0,5500.0,514.0,2/28/2006,Ballantine Books,"['fiction', 'musicians']"
your oasis on flame lake,lorna landvik,3.59,9780449002988,eng,320,2194,129,6/16/1998,Ballantine Books,Your Oasis on Flame Lake,Lorna Landvik,3.59,eng,320.0,2194.0,129.0,6/16/1998,Ballantine Books,['fiction']
patty jane's house of curl,lorna landvik/mechtild sandberg-ciletti/mechtild ciletti,3.86,9780804114608,eng,304,8950,505,6/28/1999,Ivy Books,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,eng,304.0,8950.0,505.0,6/28/1999,Ivy Books,['fiction']
